
 Lista de Imóveis da Caixa;;Data de geração:;11/09/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Financiamento;Descrição;Modalidade de venda;Link de acesso

 8555533151476 ;AM ;IRANDUBA ;CENTRO ; ESTRADA MANOEL URBANO KM 09, N. 8, Apto 303, JSUBCONDOMINIO ORQUIDEA ;152.141,96;151.000,00;0.00;Não;Apartamento, 73.62 de área total, 59.86 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555533151476
 1444402112442 ;AM ;ITACOATIARA ;AREA RURAL DE ITACOATIARA ;RODOVIA AM-010, KM 13 ;97.186,27;196.000,00;50.42;Não;Casa, 0.00 de área total, 617.57 de área privativa, 20000.00 de área do terreno,  4 qto(s), varanda, WC, 2 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444402112442
 8787710256152 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA COMENDADOR JOSE CRUZ, N. 1081, Apto 512, BL 01 PAV 05 ;86.648,52;148.000,00;41.46;Não;Apartamento, 0.00 de área total, 41.57 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 2 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710256152
 8444400208734 ;AM ;MANAUS ;TARUMA ;RUA PRAIA DE CANOA QUEBRADA, N. 262, Apto 402, BL 13B ;93.629,95;158.000,00;40.75;Não;Apartamento, 116.26 de área total, 42.84 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444400208734
 8787707429130 ;AM ;MANAUS ;TARUMA ;AVENIDA DO TURISMO, N. 14164, Apto 203, BL 24 ;107.852,22;182.000,00;40.75;Não;Apartamento, 123.98 de área total, 41.46 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707429130
 8787705711270 ;AM ;MANAUS ;COLONIA TERRA NOVA ;AVENIDA TORQUATO TAPAJOS, N. 7080, Apto 502, PAV 5 TORRE 05 ;104.296,65;176.000,00;40.75;Não;Apartamento, 83.86 de área total, 41.46 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 2 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705711270
 8555506830104 ;AM ;MANAUS ;SANTA ETELVINA ;RUA NOSSA SENHORA DE FATIMA, N. 950, Apto 104, BL 13 ;93.629,95;158.000,00;40.75;Não;Apartamento, 43.95 de área total, 43.95 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555506830104
 8555534391411 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA COMENDADOR JOSE CRUZ, N. 653, Apto 401, BLOCO 06 ;94.815,14;160.000,00;40.75;Não;Apartamento, 0.00 de área total, 42.43 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555534391411
 8787707133932 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA JOSE NAPOLES HITOTUZI, N. 131, Apto 208, BL 09 PAV 02 ;93.037,35;157.000,00;40.75;Não;Apartamento, 84.13 de área total, 41.51 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 2 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707133932
 8787707466486 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA JOSE NAPOLES HITOTUZI, N. 131, Apto 207, PAV 02  BL 04 ;98.963,30;167.000,00;40.75;Não;Apartamento, 83.81 de área total, 41.36 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 2 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707466486
 8787710256276 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA COMENDADOR JOSE CRUZ, N. 1081, Apto 104, BL 01 ;103.704,06;175.000,00;40.75;Não;Apartamento, 106.38 de área total, 55.29 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710256276
 8787704717739 ;AM ;MANAUS ;TARUMA ;AVENIDA DO TURISMO, N. 14244, Apto 202, BL 04 ;111.212,08;184.000,00;39.56;Não;Apartamento, 112.51 de área total, 41.46 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704717739
 8787708251378 ;AM ;MANAUS ;LIRIO DO VALE ;RUA ILHA OREGON, N. 131, Apto 104, BL 01 ;124.509,18;206.000,00;39.56;Não;Apartamento, 89.83 de área total, 41.69 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708251378
 8787710423245 ;AM ;MANAUS ;LIRIO DO VALE ;TRAVESSA NORDESTINA, N. 89, Apto 302, BLOCO 15 ;113.629,74;188.000,00;39.56;Não;Apartamento, 122.06 de área total, 41.69 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710423245
 8787710588716 ;AM ;MANAUS ;LIRIO DO VALE ;TRAVESSA NORDESTINA, N. 89, Apto 01, BLOCO 10 ;120.882,70;200.000,00;39.56;Não;Apartamento, 122.06 de área total, 41.69 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710588716
 8787710856206 ;AM ;MANAUS ;LIRIO DO VALE ;TRAVESSA NORDESTINA, N. 89, Apto 101, BLOCO 17 ;111.816,50;185.000,00;39.56;Não;Apartamento, 0.00 de área total, 41.69 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710856206
 8787711074651 ;AM ;MANAUS ;LIRIO DO VALE ;TRAVESSA NORDESTINA, N. 89, Apto 203, BL 02 02 PAV ;127.531,25;211.000,00;39.56;Não;Apartamento, 109.56 de área total, 41.69 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711074651
 8787704633713 ;AM ;MANAUS ;COLONIA TERRA NOVA ;AVENIDA TORQUATO TAPAJOS, N. 7080, Apto 403, TORRE 22 PAV 04 ;131.762,14;218.000,00;39.56;Não;Apartamento, 83.86 de área total, 41.46 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 2 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704633713
 8787706163285 ;AM ;MANAUS ;PLANALTO ;AVENIDA DESEMBARGADOR JOAO MACHADO, N. 81, Apto 102, BL 09 ;123.904,77;205.000,00;39.56;Não;Apartamento, 61.00 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 2 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706163285
 8787708398700 ;AM ;MANAUS ;PLANALTO ;AVENIDA JOSE MOACIR TEBERGA DE TOLEDO, N. 1622, Apto 301, BL 07 ;121.487,11;201.000,00;39.56;Não;Apartamento, 49.86 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708398700
 8787710095000 ;AM ;MANAUS ;PLANALTO ;AVENIDA JOSE MOACIR TEBERGA DE TOLEDO, N. 1564, Apto 204, BLOCO 06 VG 55 ;140.828,35;233.000,00;39.56;Não;Apartamento, 65.24 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710095000
 8787711501045 ;AM ;MANAUS ;PLANALTO ;RUA JEQUIE, N. 865, Apto 404, BL 09 ;135.388,62;224.000,00;39.56;Não;Apartamento, 60.70 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711501045
 8787711502580 ;AM ;MANAUS ;PLANALTO ;RUA JEQUIE, N. 865, Apto 503, BL 08 ;111.816,50;185.000,00;39.56;Não;Apartamento, 59.18 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711502580
 8787711587799 ;AM ;MANAUS ;PLANALTO ;RUA JEQUIE, N. 865, Apto 202, BL 06 ;124.509,18;206.000,00;39.56;Não;Apartamento, 60.70 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711587799
 8787708398760 ;AM ;MANAUS ;PLANALTO ;AVENIDA JOSE MOACIR TEBERGA DE TOLEDO, N. 1622, Apto 303, BLOCO 06 ;175.486,47;286.600,00;38.77;Não;Apartamento, 49.92 de área total, 38.40 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708398760
 1444407929200 ;AM ;MANAUS ;CIDADE NOVA ;RUA AREALVA, N. 23, LOTE 20 QUADRA I34 ;110.551,19;179.000,00;38.24;Não;Casa, 55.53 de área total, 55.53 de área privativa, 200.00 de área do terreno,  2 qto(s), varanda, WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444407929200
 8444420897128 ;AM ;MANAUS ;RAIZ ;RUA BENVENUTO CELLINI (ANTIGA RUA CINCO), N. 307, BL 153 ;108.080,77;175.000,00;38.24;Não;Casa, 37.00 de área total, 37.00 de área privativa, 98.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444420897128
 1787701080928 ;AM ;MANAUS ;LIRIO DO VALE ;TRAVESSA NORDESTINA, N. 89, Apto 04, BL 07 ;113.021,61;183.000,00;38.24;Não;Apartamento, 0.00 de área total, 41.69 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787701080928
 1787700890756 ;AM ;MANAUS ;COLONIA TERRA NOVA ;RUA TUDE MOUTINHO, N. 634, Apto 503, BL 01 LOT AKAJATUBA PAV 05 ;109.933,58;178.000,00;38.24;Não;Apartamento, 103.96 de área total, 41.37 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 2 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787700890756
 8787707356826 ;AM ;MANAUS ;COLONIA TERRA NOVA ;AVENIDA TORQUATO TAPAJOS, N. 7080, Apto 502, TORRE 15 PAV 05 ;109.933,58;178.000,00;38.24;Não;Apartamento, 83.86 de área total, 41.46 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707356826
 8787704410820 ;AM ;MANAUS ;PLANALTO ;RUA SICILIA, N. 240, Apto 404, QUADRA 25 BLOCO 13 ;103.139,93;167.000,00;38.24;Não;Apartamento, 59.57 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704410820
 1787700825261 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA COMENDADOR JOSE CRUZ, N. 1081, Apto 406,  BL 01  PAV 04 ;97.581,50;158.000,00;38.24;Não;Apartamento, 91.20 de área total, 41.57 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 2 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787700825261
 1787701193501 ;AM ;MANAUS ;LIRIO DO VALE ;TRAVESSA NORDESTINA, N. 89, Apto 204, BL16 PAV 02 ;138.473,13;220.000,00;37.06;Não;Apartamento, 0.00 de área total, 41.69 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787701193501
 8787705209559 ;AM ;MANAUS ;COLONIA TERRA NOVA ;AVENIDA TORQUATO TAPAJOS, N. 7080, Apto 204, TORRE 01 KM 11,6 ;116.443,31;185.000,00;37.06;Não;Apartamento, 83.86 de área total, 41.46 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705209559
 1787700661390 ;AM ;MANAUS ;GILBERTO MESTRINHO ;RUA RAUL PAVON, N. SN, Apto 601, TORRE 01 ;129.031,78;205.000,00;37.06;Não;Apartamento, 75.81 de área total, 43.58 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787700661390
 1444408145547 ;AM ;MANAUS ;SAO JOSE OPERARIO ;RUA JOSE ROMAO, N. 1111, Apto 104, BL A TIPO II ;201.391,32;316.000,00;36.27;Sim;Apartamento, 115.62 de área total, 70.94 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444408145547
 1555533201092 ;AM ;MANAUS ;FLORES ;AVENIDA PROFESSOR NILTON LINS, N. 1591, Apto 208,  TORRE AQUARIUS VG 88 E 89 ;358.170,64;562.000,00;36.27;Sim;Apartamento, 199.68 de área total, 90.01 de área privativa, 0.00 de área do terreno,  3 qto(s), varanda, a.serv, WC, 2 sala(s), cozinha, 2 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555533201092
 1444419008520 ;AM ;MANAUS ;PONTA NEGRA ;AVENIDA SOCRATES BONFIM, N. 883, LT 34, QD B ;769.238,36;1.207.000,00;36.27;Não;Casa, 259.90 de área total, 259.90 de área privativa, 250.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444419008520
 8787707684483 ;AM ;MANAUS ;ALVORADA ;AVENIDA SENADOR RAIMUNDO PARENTE, N. 417, Apto 201, BL 9 ;147.224,49;213.000,00;30.89;Não;Apartamento, 89.21 de área total, 41.12 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707684483
 1787701252648 ;AM ;MANAUS ;TARUMA ;AVENIDA DO TURISMO, N. 13830, Apto 504, BL 07 ;127.156,43;176.000,00;27.76;Não;Apartamento, 76.06 de área total, 41.12 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787701252648
 8787711042598 ;AM ;MANAUS ;TARUMA ;AVENIDA DO TURISMO, N. 13830, Apto 402, BL 06 ;155.486,62;172.000,00;9.61;Não;Apartamento, 76.06 de área total, 41.12 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711042598
 8787707005551 ;AM ;MANAUS ;TARUMA ;AVENIDA DO TURISMO, N. 13830, Apto 203, BL 05 ;159.402,39;176.000,00;9.44;Não;Apartamento, 76.06 de área total, 41.12 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707005551
 1444416801334 ;AM ;MANAUS ;COROADO ;AVENIDA COSME FERREIRA, N. 2214, Apto 204, BL C CD ARBORETTO ;352.490,03;370.000,00;4.74;Não;Apartamento, 0.00 de área total, 73.27 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444416801334
 8555527806415 ;AM ;MANAUS ;TARUMA ;RUA PRAIA DE CANOA QUEBRADA, N. 420, Apto 104, BL 07  ENTRADA B ;203.000,00;203.000,00;0.00;Não;Apartamento, 148.50 de área total, 57.32 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555527806415
 8787704921654 ;AM ;MANAUS ;TARUMA ;AVENIDA DO TURISMO, N. 14164, Apto 302, BL 9 ;186.000,00;186.000,00;0.00;Não;Apartamento, 0.00 de área total, 41.46 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704921654
 8787706238528 ;AM ;MANAUS ;TARUMA ;AVENIDA DO TURISMO, N. 14164, Apto 102, BL 17 ;186.000,00;186.000,00;0.00;Não;Apartamento, 123.98 de área total, 41.46 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706238528
 8787711068252 ;AM ;MANAUS ;TARUMA ;AVENIDA DO TURISMO, N. 13830, Apto 302, BL 25 ;168.000,00;168.000,00;0.00;Não;Apartamento, 76.06 de área total, 41.12 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, 1 sala(s), 1 lavabo(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711068252
 8555501004400 ;AM ;MANAUS ;CIDADE NOVA ;AVENIDA NOEL NUTELSDE 0653/0654 A 1000/, N. 51, LT 02 QD C17 ;193.000,00;193.000,00;0.00;Não;Casa, 0.00 de área total, 49.56 de área privativa, 170.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555501004400
 1787701854737 ;AM ;MANAUS ;SAO JORGE ;AVENIDA SAO JORGE, N. 529, Apto 1202, TR 06 ROYALE  VG 304 303 ;1.117.000,00;1.117.000,00;0.00;Não;Apartamento, 257.45 de área total, 112.79 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, WC Emp, 1 sala(s), 1 lavabo(s), DCE, cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787701854737
 1787703429936 ;AM ;MANAUS ;SAO JORGE ;AVENIDA SAO JORGE, N. 529, Apto 203, T6 ROYALE SUBCOND C PLACE DE LA CONCOR ;997.000,00;997.000,00;0.00;Não;Apartamento, 223.57 de área total, 96.97 de área privativa, 0.00 de área do terreno,  3 qto(s), varanda, a.serv, WC, WC Emp, 1 sala(s), 1 lavabo(s), DCE, cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787703429936
 1787700513111 ;AM ;MANAUS ;DA PAZ ;RUA WAGNER, N. 1340, Apto 103, BL 06 ;187.000,00;187.000,00;0.00;Não;Apartamento, 90.59 de área total, 41.69 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787700513111
 1787701959075 ;AM ;MANAUS ;DA PAZ ;AVENIDA SENADOR RAIMUNDO PARENTE, N. 789, Apto 508, VG 14 ;292.000,00;292.000,00;0.00;Não;Apartamento, 92.36 de área total, 51.20 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787701959075
 1555532368856 ;AM ;MANAUS ;FLORES ; AVENIDA PROFESSOR NILTON LINS, N. 1591, Apto 702, TR AQUARIUS ;597.000,00;597.000,00;0.00;Não;Apartamento, 199.68 de área total, 90.01 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 2 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555532368856
 8787715939142 ;AM ;MANAUS ;PONTA NEGRA ;AVENIDA FREDERICO BAIRD, N. 2880, Apto 408, PAV 4 BL 7 ;217.000,00;217.000,00;0.00;Não;Apartamento, 101.79 de área total, 41.51 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715939142
 1787701070906 ;AM ;MANAUS ;PLANALTO ;AVENIDA JOSE MOACIR TEBERGA DE TOLEDO, N. 1564, Apto 404, BL 16  VG 400 ;243.000,00;243.000,00;0.00;Não;Apartamento, 65.24 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787701070906
 1787701409733 ;AM ;MANAUS ;PLANALTO ;RUA WALDIR NORMANDO, N. 170, Apto 708, TORRE 01 ;321.000,00;321.000,00;0.00;Não;Apartamento, 101.61 de área total, 51.26 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787701409733
 1787701418210 ;AM ;MANAUS ;PLANALTO ;RUA WALDIR NORMANDO, N. 170, Apto 504, TR 04  VG 122 ;315.000,00;315.000,00;0.00;Não;Apartamento, 0.00 de área total, 51.26 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787701418210
 8555503747397 ;AM ;MANAUS ;LAGO AZUL ; AVENIDA PROFESSOR PAULO GRAÇA, N. 1302, Apto 104, BL134 ;124.000,00;124.000,00;0.00;Não;Apartamento, 165.29 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555503747397
 8787713934712 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA DAS TORRES, N. 8292, Apto AP 30, BL 2 ;174.000,00;174.000,00;0.00;Não;Apartamento, 83.36 de área total, 41.57 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713934712
 8787715245337 ;AM ;MANAUS ;LAGO AZUL ;RUA DONA DEBLA HENRIQUES, N. 244, Apto 304, BL 02 LT REM1 ;173.000,00;173.000,00;0.00;Não;Apartamento, 81.73 de área total, 41.37 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715245337
